Menu item,Meal Type,Food Type
Marmelade de pomme,Dessert,fruits autre
Poire,Dessert,fruits autre
Saucisses de porc bio,Plat,Porc
Sauté de boeuf* bourguignon,Plat,Boeuf
Pommes noisettes,Accompagnement,pomme de terre
Choux rouges au surimi,Entrée,type chou
Crème dessert caramel,Dessert,Lait
Biscuit petit palmier,Dessert,Blé Seigle
Filet de lieu sauce niçoise,Plat,Poissons
Yaourt aromatisé,Dessert,Lait
Carottes râpées bio,Entrée,legumes racines
Purée de courge maison,Accompagnement,legumes autres
Chili con carne*,Plat,Boeuf
Radis,Entrée,legumes racines
Île flottante,Dessert,oeufs
Crêpe au fromage,Plat,Fromage
Tomme noire,Fromage,Fromage
Poire,Dessert,fruits autre
Petits pois,Accompagnement,Legumineuse autre
Poulet fermier dAncenis,Plat,Volaille
Epinards à la crème,Accompagnement,legumes autres
Lait bio,Accompagnement,Lait
Tarte aux pommes,Dessert,fruits autre
Salade carnaval (mais,Entrée,Mais
tomates,Entrée,Tomates
concombres),Entrée,legumes autres
Poisson pané,Plat,Poissons
Poêlée de légumes,Accompagnement,legumes autres
Paupiette de volaille aux raisins,Plat,Volaille
Rosette bio°,Entrée,Porc
Fromage fondu au chèvre,Fromage,Fromage
Clémentines,Dessert,agrumes
Petits suisses aromatisés,Dessert,Lait
Concombres,Entrée,legumes autres
Rôti de boeuf*,Plat,Boeuf
Gratin dauphinois,Accompagnement,pomme de terre
Riz basmati,Accompagnement,Riz
Sauce au curry menu,Accompagnement,legumes autres
Galette de soja à lindienne,Plat,Soja et composé
Yaourt fermier bio°,Fromage,Lait
Oeuf dur bio° / mayonnaise,Entrée,oeufs
Coulis de fruit ( menus),Dessert,fruits autre
Fromage blanc,Fromage,Lait
Hachis Parmentier*,Plat,pomme de terre
Betteraves,Entrée,legumes racines
Pizza au fromage,Plat,Fromage
Haricots verts/haricots beurre,Accompagnement,Legumineuse autre
Pomme bio°,Dessert,fruits autre
Camembert,Fromage,Fromage
Jambon fumé,Entrée,Porc
Poisson (dorade) sauce Provençal,Plat,Poissons
MELANGE DE TROIS RIZ,Accompagnement,Riz
Nectar multifruits en litre,Dessert,fruits autre
Cake au chevre et tomates confites et son mesclun,Entrée,Fromage
Nougat  de noel 2016,Dessert,Sucre Cannes
Tropézienne,Dessert,Sucre Cannes
Tortilla aux pommes de terre,Plat,pomme de terre
Sardines à lhuile,Entrée,Poissons
Fromage Belle de Nantes°,Fromage,Fromage
Poire,Dessert,fruits autre
Ratatouille maison,Accompagnement,legumes autres
Salade coleslaw,Entrée,type chou
Yaourt fermier bio,Fromage,Lait
Lasagnes* napolitaines,Plat,Blé Seigle
Litchi frais et clémentine,Dessert,agrumes
CAROTTES AU BEURRE,Accompagnement,legumes racines
Roulé au fromage,Plat,Fromage
Fromage Belle de Nantes°,Fromage,Fromage
Emincé de volaille au curry,Plat,Volaille
Salade de mâche et maïs,Entrée,Mais
Epinards à la crème,Accompagnement,legumes autres
Galette des rois,Dessert,Blé Seigle
Poisson meunière,Plat,Poissons
Fromage Le Mouillotin,Fromage,Fromage
Flan de potimarron,Dessert,legumes autres
Edam,Fromage,Fromage
Haché de poulet*,Plat,Volaille
Pomme bio°,Dessert,fruits autre
Rosette bio°,Entrée,Porc
Gratinée de légumes (pdt,Accompagnement,legumes autres
brocolis),Accompagnement,legumes autres
Soupe de poisson,Entrée,Poissons
Lait bio,Accompagnement,Lait
tarte pomme speculoos,Dessert,fruits autre
croûtons,Accompagnement,Blé Seigle
Poisson (cubes+saumon) sauce norvegienne,Plat,Poissons
carottes,Accompagnement,legumes racines
Coulis de fruit ( menus),Dessert,fruits autre
Fromage blanc,Fromage,Lait
Emincé de boeuf  Stogonoff,Plat,Boeuf
Oeufs durs 1/2 par pers,Plat,oeufs
Carottes râpées bio,Entrée,legumes racines
Pommes vapeur bio,Accompagnement,pomme de terre
jus de veau menu,Accompagnement,Veau
brocolis),Accompagnement,legumes autres
Escalope de dinde,Plat,Volaille
Tomme noire,Fromage,Fromage
haricots verts,Accompagnement,Legumineuse autre
pdt,Accompagnement,pomme de terre
Pamplemousse,Entrée,agrumes
Poêlée de légumes (carottes,Accompagnement,legumes autres
Eclair au chocolat,Dessert,Sucre Cannes
Riz basmati,Accompagnement,Riz
Sauce brÉsilienne ( menus),Accompagnement,Arachide
Saucisse épicée façon Feidjoada,Plat,Porc
Guacamole  et tortillas,Entrée,Avocat
Salade de fruits exotiques,Dessert,fruits autre
Gratin de choux fleurs,Plat,type chou
Rôti de boeuf*,Plat,Boeuf
Poire,Dessert,fruits autre
Emmental,Fromage,Fromage
Salade de pâtes Napoli,Entrée,Blé Seigle
Galette de soja  tomate / basilic et sauce tomate,Plat,Soja et composé
Mimolette,Fromage,Fromage
Kiwi bio°,Dessert,fruits autre
Macédoine de légumes,Entrée,legumes autres
Pâtes bio et gruyère râpé,Plat,Blé Seigle
Pomme bio°,Dessert,fruits autre
Hachis Parmentier*,Plat,pomme de terre
Betteraves aux dés de gruyère,Entrée,legumes racines
Riz basmati,Accompagnement,Riz
Soupe miso et champignons émincés,Entrée,Poireau
Aiguillettes de colin façon tempura,Plat,Poissons
Sauce aigre douce,Accompagnement,Oignon
Briquette de lait,Accompagnement,Lait
Poêlée de légumes,Accompagnement,legumes autres
Panaché de choux bio râpés au gruyère,Plat,type chou
Emincé de boeuf* en goulasch,Plat,Boeuf
Orange,Dessert,agrumes
courgettes à la béchamel,Accompagnement,legumes autres
Tortilla aux pommes de terre,Plat,pomme de terre
Camembert,Fromage,Fromage
Taboulé,Entrée,Blé Seigle
Pizza au fromage,Plat,Fromage
Gouda,Fromage,Fromage
Jambon fumé,Entrée,Porc
Clémentines,Dessert,agrumes
Purée de courge maison,Accompagnement,legumes autres
Yaourt aux fruits mixés,Dessert,Lait
Tagliatelles sauce Marco Polo au saumon,Plat,Blé Seigle
Oeuf dur bio° / mayonnaise,Entrée,oeufs
Blanquette de veau*,Plat,Veau
Crêpe et confiture Muroise,Dessert,Blé Seigle
Céréales gourmandes bio,Dessert,Flocon Avoins
Choux blancs bio° à la mimolette,Plat,type chou
Epinards à la crème,Accompagnement,legumes autres
Omelette bio,Plat,oeufs
Crème de gruyère,Fromage,Fromage
croûtons,Accompagnement,Blé Seigle
Potage carottes / croûtons,Entrée,legumes racines
Banane,Dessert,Banane
Fromage Chanteneige,Fromage,Fromage
Salade de maïs et betteraves,Entrée,Mais
Pomme bio°,Dessert,fruits autre
Petits pois,Accompagnement,Legumineuse autre
Poulet fermier dAncenis,Plat,Volaille
menu depannage,Plat,Blé Seigle
Yaourt fermier bio°° / Abricots secs,Dessert,Lait
Salade de douceur au surimi,Entrée,Poissons
Tartiflette aux lardons,Plat,Boeuf
Poisson beurre citronné,Plat,Poissons
MUFFINS,Dessert,Blé Seigle
Fromage Belle de Nantes°,Fromage,Fromage
Ratatouille,Accompagnement,legumes autres
Carottes râpées bio,Entrée,legumes racines
Fromage blanc / Miel,Dessert,Fromage
Lasagnes* napolitaines,Plat,Boeuf
Demi-pamplemousse,Entrée,agrumes
Crème dessert vanille,Dessert,Lait
Pilon de poulet confit,Plat,Volaille
Salade verte au surimi,Entrée,Poissons
Pommes noisettes,Accompagnement,pomme de terre
Haricots verts/haricots beurre,Accompagnement,legumes autres
Saint-Paulin,Fromage,Fromage
Rôti de boeuf*,Plat,Boeuf
Banane,Dessert,Banane
Tarte au fromage,Dessert,Fromage
Salade composée (riz,Entrée,Riz
mais,Accompagnement,Mais
tomates),Accompagnement,Tomates
Gratin de choux fleurs,Plat,type chou
Pomme bio°,Dessert,fruits autre
Poisson meunière,Plat,Poissons
Clafoutis poireaux et carottes,Plat,Poireau
Clémentines,Dessert,agrumes
Camembert,Fromage,Fromage
Jambon fumé,Entrée,Porc
Salade de pâtes Napoli,Entrée,Blé Seigle
Sauté de boeuf* bourguignon,Plat,Boeuf
Crème dessert chocolat bio°,Dessert,Lait
Céréales gourmandes bio,Dessert,Flocon Avoins
Choux rouges bio° à la mimolette,Entrée,type chou
Omelette bio,Plat,oeufs
Roulé au fromage,Dessert,Fromage
Fromage Belle de Nantes°,Fromage,Fromage
Kiwi bio°,Dessert,fruits autre
Brocolis,Accompagnement,legumes autres
Yaourt fermier bio°° / Abricots secs,Dessert,Lait
Salade coleslaw,Entrée,type chou
Hachis Parmentier*,Plat,Boeuf
Petits suisses aromatisés,Dessert,Lait
Lentilles bio,Accompagnement,Legumineuse autre
Saucisses de porc bio,Plat,Porc
Salade de mâche au thon,Entrée,Poissons
Orange,Dessert,agrumes
Crêpe au fromage,Plat,Fromage
Salsifis,Accompagnement,legumes racines
Cantal,Fromage,Fromage
Poulet fermier dAncenis,Plat,Volaille
Fromage Chanteneige,Fromage,Fromage
Poisson beurre citronné,Plat,Poissons
Purée de légumes verts,Accompagnement,legumes autres
Carottes râpées bio,Entrée,legumes racines
Eclair au chocolat,Dessert,Blé Seigle
brocolis),Accompagnement,legumes autres
ora),Dessert,fruits autre
Salade de blé bio ( blé bio,Entrée,Blé Seigle
Saint-Nectaire,Fromage,Fromage
Salade de fruits frais (ananas,Dessert,fruits autre
pomme,Dessert,fruits autre
melon,Dessert,fruits autre
pastèque,Dessert,fruits autre
Emincé de volaille au curry,Plat,Volaille
haricots verts,Accompagnement,legumes autres
mais,Accompagnement,Mais
pdt,Accompagnement,pomme de terre
Poêlée de légumes (carottes,Accompagnement,legumes autres
carottes,Accompagnement,legumes racines
Poisson pané,Plat,Poissons
Epinards à la crème,Accompagnement,legumes autres
Pizza au fromage,Plat,Fromage
Banane,Dessert,Banane
Camembert,Fromage,Fromage
Rôti de dinde au jus,Plat,Volaille
Pommes rissolées,Accompagnement,pomme de terre
Flan au chocolat,Dessert,Lait
Choux blancs bio° à la mimolette,Entrée,type chou
Yaourt aux fruits mixés,Dessert,Lait
Pâtes bio,Accompagnement,Blé Seigle
Galette de soja tomate / basilic et sauce tomate,Plat,Soja et composé
Endives / demi oeuf bio°,Entrée,oeufs
Lait bio,Dessert,Lait
Haché de poulet*,Plat,Volaille
Guacamole et tortillas,Entrée,Avocat
Gâteau marbré au chocolat,Dessert,Blé Seigle
Petits pois,Accompagnement,Legumineuse autre
Sauté de porc bio aux pruneaux,Plat,Porc
Salade verte au surimi,Entrée,Poissons
Crème dessert caramel,Dessert,Lait
Pommes vapeur bio,Accompagnement,pomme de terre
brocolis),Accompagnement,legumes autres
Gratinée de légumes (pdt,Accompagnement,pomme de terre
Tomme blanche,Fromage,Fromage
Pomme bio°,Dessert,fruits autre
Rôti de boeuf*,Plat,Boeuf
Riz basmati,Accompagnement,Riz
Kiwi bio°,Dessert,fruits autre
Betteraves,Entrée,legumes racines
Filet de lieu au beurre blanc,Plat,Poissons
Fromage Le Mouillotin,Fromage,Fromage
sauce au poivre,Sauce,Huile Colza
Escalope de dinde,Plat,Volaille
Radis,Entrée,legumes racines
Yaourt fermier bio°,Dessert,Lait
Gratin dauphinois,Accompagnement,pomme de terre
Carottes,Accompagnement,legumes racines
Tarte au citron,Dessert,Blé Seigle
Fromage Belle de Nantes°,Fromage,Fromage
Emincé de boeuf* thaï,Plat,Boeuf
Banane,Dessert,Banane
Courgettes à la tomate,Accompagnement,legumes autres
Poisson meunière,Plat,Poissons
Taboulé,Entrée,Blé Seigle
brocolis),Accompagnement,legumes autres
Purée de pommes bio°,Accompagnement,fruits autre
Haché de poulet*,Plat,Volaille
haricots verts,Accompagnement,legumes autres
pdt,Accompagnement,pomme de terre
Ketchup,Sauce,Tomates
Poêlée de légumes (carottes,Accompagnement,legumes autres
carottes,Accompagnement,legumes racines
Tarte au fromage,Dessert,Fromage
Poisson pané,Plat,Poissons
Purée de légumes verts,Accompagnement,legumes autres
Tomme noire,Fromage,Fromage
Banane,Dessert,Banane
Salade de pâtes Napoli,Entrée,Blé Seigle
Flan caramel,Dessert,Lait
Sauté de veau* sauce aigre douce,Plat,Veau
Frites,Accompagnement,pomme de terre
Choux blanc rape et des de chevre,Entrée,type chou
Dhal de lentilles bio°,Plat,Legumineuse autre
Riz basmati,Accompagnement,Riz
Salade douceur / demi-oeuf,Entrée,oeufs
Petit suisses aromatisés,Dessert,Lait
Fromage blanc / Coulis de fruits rouges,Dessert,Fromage
Marmelade de pommes,Garniture,pomme de terre
Saucisses de porc bio,Plat,Porc
Taboulé,Entrée,Blé Seigle
Rillettes de thon et citron,Entrée,Poissons
Edam,Fromage,Fromage
Gratin de choux fleurs,Plat,type chou
Rôti de boeuf* sauce au poivre,Plat,Boeuf
Compote de pommes / biscuit,Dessert,pomme de terre
Yaourt aux fruits mixés,Dessert,Lait
Parmentier de poisson,Plat,Poissons
Radis,Entrée,legumes racines
Salade verte,Entrée,legumes autres
Melon,Entrée,fruits autre
Pâtes à la bolognaise° et gruyère râpé,Plat,Blé Seigle
Yaourt fermier bio°° / Abricots secs,Dessert,Lait
Lait bio,Dessert,Lait
Beignet aux pommes,Dessert,pomme de terre
Poêlée de légumes,Accompagnement,legumes autres
Salade verte aux dés de chèvre,Entrée,legumes autres
Emincé de boeuf* thaï,Plat,Boeuf
Omelette bio,Plat,oeufs
Roulé au fromage,Dessert,Fromage
Ratatouille,Accompagnement,legumes autres
Banane,Dessert,Banane
Camembert,Fromage,Fromage
ora),Dessert,fruits autre
Salade de fruits frais (ananas,Dessert,fruits autre
pomme,Dessert,fruits autre
pastèque,Dessert,fruits autre
melon,Dessert,fruits autre
Pizza au fromage,Plat,Fromage
Petits pois,Accompagnement,Legumineuse autre
Sauté de porc BBC°,Plat,Porc
Biscuit petit palmier,Dessert,Blé Seigle
Carottes râpées bio,Entrée,legumes racines
Lasagnes* napolitaines,Plat,Boeuf
Salade douceur (garniture) 500g,Entrée,Blé Seigle
Burger à lémincé de dinde,Plat,Volaille
Frites,Accompagnement,pomme de terre
Fromage blanc et sirop dérable,Dessert,Fromage
Fondant au chocolat,Dessert,Blé Seigle
Crème de gruyère,Sauce,Lait
Ratatouille,Accompagnement,legumes autres
Melon,Entrée,fruits autre
Jambon fumé,Entrée,Porc
Boulettes de boeuf* en tajine,Plat,Boeuf
Batonnets de concombres sauce crème,Entrée,legumes autres
Crème dessert caramel,Dessert,Lait
Semoule bio aux raisons et amandes,Accompagnement,Blé Seigle
ora),Dessert,fruits autre
Flan de courgettes bio°,Plat,legumes autres
Salade de fruits frais (ananas,Dessert,fruits autre
pastèque,Dessert,fruits autre
pomme,Dessert,fruits autre
melon,Dessert,fruits autre
Camembert,Fromage,Fromage
Poisson meunière,Plat,Poissons
Salade de pâtes Napoli,Entrée,Blé Seigle
Gaspacho / croûtons,Entrée,Tomates
Gratin de choux fleurs,Plat,type chou
Escalope de dinde,Plat,Volaille
Cantal,Fromage,Fromage
Banane,Dessert,Banane
Pâtes semi-complètes bio,Accompagnement,Blé Seigle
Concombres,Accompagnement,legumes autres
Yaourt aromatisé,Fromage,Lait
Sauté de veau* sauce printanière,Plat,Boeuf
Galette de soja tomate/basilic et sauce tomate,Plat,Soja et composé
Radis bio,Entrée,legumes racines
Lentilles bio,Accompagnement,Legumineuse autre
yaourt fermier bio° et fraises,Fromage,Lait
Paupiette de volaille à la moutarde,Plat,Volaille
Tarte au fromage,Dessert,Fromage
Haricots verts/haricots beurre,Accompagnement,legumes autres
Cocktail de fruits au sirop,Dessert,Bais et Raisins
Timbale de pâtes aux lardons,Plat,Blé Seigle
Salade verte au surimi,Entrée,legumes autres
Petits suisses aromatisés,Fromage,Lait
Salade de tomates,Entrée,Tomates
Fromage bio,Fromage,Fromage
Nectarine,Dessert,fruits autre
Paëlla au poisson,Plat,Riz
Yaourt aux fruits mixés,Fromage,Lait
Chili con carne*,Plat,Boeuf
Salade verte aux dés de gruyère,Entrée,legumes autres
Purée de légumes verts,Accompagnement,legumes autres
Radis,Entrée,legumes racines
Rôti de boeuf*,Plat,Boeuf
Saint-Nectaire,Fromage,Fromage
Eclair au chocolat,Dessert,Lait
Île flottante,Dessert,Lait
Choux rouge bio au thon,Entrée,type chou
Pommes rissolées,Accompagnement,pomme de terre
Poulet fermier dAncenis,Plat,Volaille
Filet de lieu sauce verdurette,Plat,Poissons
Mimolette,Fromage,Fromage
Roulé au fromage,Entrée,Fromage
Carottes bio°,Accompagnement,legumes racines
Abricots,Dessert,fruits autre
brocolis),Accompagnement,type chou
Nectarine,Dessert,fruits autre
Gaspacho / croûtons,Entrée,Tomates
Tomme blanche,Fromage,Fromage
haricots verts,Accompagnement,legumes autres
pdt,Accompagnement,pomme de terre
Poêlée de légumes (carottes,Accompagnement,legumes autres
Saucisses de porc bio,Plat,Porc
Macarons aux fruits,Dessert,Lait
thon maïs),Entrée,Poissons
Melon,Entrée,agrumes
Salade composée au mini farballes et thon (pâtes,Entrée,Blé Seigle
Fromage de chèvre frais,Fromage,Fromage
Fraises à la chantilly,Dessert,fruits autre
Saute de veau bio*° au citron,Plat,Boeuf
Salade douceur aux pignons de pin et féta,Entrée,legumes autres
Purée de pommes de terre,Accompagnement,pomme de terre
Fruit de saison,Dessert,fruits autre
Crêpe tomate / mozzarella bio,Entrée,Lait
Courgettes bio à la tomate,Accompagnement,legumes autres
Tortilla aux pommes de terre,Plat,pomme de terre
Fromage Belle de Nantes°,Fromage,Fromage
Melon,Entrée,agrumes
Boulettes de boeuf* en tajine,Plat,Boeuf
Céréales gourmandes bio,Accompagnement,Blé Seigle
Flan au chocolat,Dessert,Lait
Salade (p d t bio+tomates+mais),Entrée,pomme de terre
Fruit de saison,Dessert,fruits autre
Epinards à la crème,Accompagnement,legumes autres
Rôti de dinde,Plat,Volaille
Fromage fondu au chèvre,Fromage,Fromage
Oeufs durs 1/2 par pers,Entrée,oeufs
Tarte au citron,Dessert,agrumes
Poêlée de légumes,Accompagnement,legumes autres
Saint-Paulin,Fromage,Fromage
Filet de lieu au beurre blanc,Plat,Poissons
Concombres,Accompagnement,legumes autres
Rôti de porc,Plat,Porc
Coupelle de rillettes de thon,Entrée,Poissons
Madeleine,Dessert,Lait
Gouda,Fromage,Fromage
concombres),Entrée,legumes autres
maïs,Accompagnement,Mais
Compote de pommes / biscuit,Dessert,fruits autre
Ketchup,Accompagnement,Tomates
Salade carnaval (tomates,Entrée,legumes autres
Filet de poulet,Plat,Volaille
Salade de riz (riz,Entrée,Riz
Cerises,Dessert,fruits autre
Galettes de légumes,Plat,legumes autres
maïs,Accompagnement,Mais
poivrons),Accompagnement,legumes autres
Fromage Le Mouillotin,Fromage,Fromage
carottes,Accompagnement,legumes racines
Salade de tomates,Entrée,Tomates
Fromage blanc et fraises,Fromage,Lait
Pâtes semi-complètes bio,Accompagnement,Blé Seigle
Sauté de boeuf* au gingembre,Plat,Boeuf
Fromage Chanteneige,Fromage,Fromage
Crème dessert lait et chocolat,Dessert,Lait
Chips,Accompagnement,pomme de terre
Melon,Entrée,agrumes
Sandwich au thon,Plat,Poissons
Salade verte au maïs,Entrée,legumes autres
Lasagnes* napolitaines,Plat,Blé Seigle
Lait bio,Fromage,Lait
Compote pomme et framboise,Dessert,fruits autre
Melon,Entrée,agrumes
Petits panés de volaille*,Plat,Volaille
Purée de pommes de terre,Accompagnement,pomme de terre
Yaourt  fermier  bio°,Fromage,Lait
Petits pois maraîcher,Accompagnement,legumes autres
Crêpe au fromage,Entrée,Lait
Tortilla aux pommes de terre,Plat,pomme de terre
Camembert,Fromage,Fromage
Prunes Reine-Claude,Dessert,fruits autre
Edam,Fromage,Fromage
Filet de poisson sauce safran,Plat,Poissons
Gratin de choux fleurs,Plat,type chou
Salade de tomates,Entrée,Tomates
Tarte normande aux pommes,Dessert,fruits autre
Raisin,Dessert,Bais et Raisins
Sauté de dinde aux raisins,Plat,Volaille
Marmelade de pommes,Dessert,fruits autre
Tarte au fromage,Entrée,Fromage
Frites,Accompagnement,pomme de terre
Pastèque,Dessert,fruits autre
Rôti de boeuf*,Plat,Boeuf
Crème dessert caramel,Dessert,Lait
Salade verte / demi-oeuf bio,Entrée,legumes autres
Yaourt au citron BBC°,Fromage,Lait
Chili de légumes sans tofu,Plat,legumes autres
Haché de poulet*,Plat,Volaille
Gouda,Fromage,Fromage
Gateau cheesecake°,Dessert,Fromage
Petits pois,Accompagnement,legumes autres
Fromage Chanteneige,Fromage,Fromage
Galettes de légumes,Plat,legumes autres
Emincé de boeuf* thaï,Plat,Boeuf
Poire,Dessert,fruits autre
Salade de pâtes Napoli,Entrée,Blé Seigle
Melon,Entrée,agrumes
Parmentier de poisson  ,Plat,Poissons
Petit suisses aromatisés,Fromage,Lait
Salade verte,Entrée,legumes autres
Dés de betteraves au chèvre,Entrée,legumes racines
Lentilles bio,Accompagnement,Legumineuse autre
Raisin,Dessert,Bais et Raisins
Poulet fermier dAncenis,Plat,Volaille
Rillettes de thon et citron,Entrée,Poissons
